reference,student,label
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,Because it is dark green and dark colors heat faster than light colors.,incorrect
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,The green is almost like black and the darker the sheeting is its color attracts the sun and heats up the pool.,correct
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,I chose that one because the sun might reflect it back and almost every dark color are the ones who makes it hot.,incorrect
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,I pick B because I think it is ok alright.,incorrect
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,Because the dark green will absorb the heat.,incorrect
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,If she uses dark plastic the water will heat up more quickly.,correct
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,Because dark green absorbs heat and yellow reflects heat.,correct
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,Because the darker plastic will absorb the heat and it will heat the pool faster.,incorrect
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,I chose dark green because dark colors attract the sun.,correct
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,Because the color black or dark colors will absorb the heat then transfer it to the water.,incorrect
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,I chose to put the green plastic because if the color is dark then the sun gets attracted to the dark color which makes it heat up faster.,correct
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,I choose B because if you use a light color the solar energy will reflect off it if you use a dark color it will absorb the solar energy.,correct
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,Darker colors will heat up faster.,incorrect
